date,open,high,low,close,volume,factor
2024-10-15,42.63,45.15,42.12,42.56,451912.0,1.0
2024-10-16,41.0,41.88,40.56,40.96,301224.0,1.0
2024-10-17,41.59,44.85,41.22,43.44,546191.0,1.0
2024-10-18,44.2,51.95,43.82,49.92,802012.0,1.0
2024-10-21,50.25,53.53,48.27,51.0,642329.0,1.0
2024-10-22,51.5,52.95,48.6,49.6,594921.0,1.0
2024-10-23,48.7,49.9,47.5,48.34,425707.0,1.0
2024-10-24,47.52,49.28,46.58,48.24,353673.0,1.0
2024-10-25,49.11,49.2,47.2,48.18,335147.0,1.0
2024-10-28,47.6,47.88,44.7,45.87,453812.0,1.0
2024-10-29,46.06,47.18,44.87,45.67,381740.0,1.0
2024-10-30,45.99,46.42,44.34,45.02,297674.0,1.0
2024-10-31,44.39,45.98,43.62,45.03,342614.0,1.0
2024-11-01,44.0,44.39,41.96,42.36,429358.0,1.0
2024-11-04,42.35,44.23,42.35,43.66,247206.0,1.0
2024-11-05,43.5,46.32,43.03,45.62,449114.0,1.0
2024-11-06,45.71,46.66,43.76,44.32,371440.0,1.0
2024-11-07,43.41,47.34,43.36,46.56,426816.0,1.0
2024-11-08,46.79,48.54,46.33,46.56,418424.0,1.0
2024-11-11,47.46,47.49,43.86,45.04,597343.0,1.0
2024-11-12,45.66,46.3,43.82,44.58,379829.0,1.0
2024-11-13,43.93,45.4,42.66,45.23,431817.0,1.0
2024-11-14,44.5,45.23,43.4,43.56,225089.0,1.0
2024-11-15,43.44,44.5,41.11,41.13,310198.0,1.0
2024-11-18,41.04,41.38,39.01,39.46,318393.0,1.0
2024-11-19,39.91,40.87,39.38,40.69,218586.0,1.0
2024-11-20,40.78,43.03,40.6,42.05,317639.0,1.0
2024-11-21,41.5,41.69,40.0,40.58,296222.0,1.0
2024-11-22,40.76,41.24,38.92,38.98,243045.0,1.0
2024-11-25,39.0,39.49,36.59,37.79,438481.0,1.0
2024-11-26,37.27,38.63,37.0,38.01,248924.0,1.0
2024-11-27,37.74,38.4,36.93,38.26,188224.0,1.0
2024-11-28,38.2,38.2,36.64,36.8,298024.0,1.0
2024-11-29,37.1,41.29,37.1,40.56,600138.0,1.0
2024-12-02,40.99,43.0,40.9,42.58,483102.0,1.0
2024-12-03,42.17,42.5,40.99,42.05,276087.0,1.0
2024-12-04,41.88,42.86,41.57,42.0,261091.0,1.0
2024-12-05,42.3,44.08,42.26,43.67,317009.0,1.0
2024-12-06,43.73,44.58,43.2,43.6,229910.0,1.0
2024-12-09,42.9,43.83,42.31,43.15,214902.0,1.0
2024-12-10,45.0,45.02,42.01,42.6,316799.0,1.0
2024-12-11,42.5,44.8,41.88,44.24,331066.0,1.0
2024-12-12,44.1,45.48,43.91,44.23,231438.0,1.0
2024-12-13,44.1,45.25,43.43,43.69,350108.0,1.0
2024-12-16,43.43,44.54,42.34,43.8,298481.0,1.0
2024-12-17,43.7,45.78,43.5,45.2,379175.0,1.0
2024-12-18,45.5,45.58,43.7,44.08,256148.0,1.0
2024-12-19,43.5,44.68,43.2,44.44,223387.0,1.0
2024-12-20,44.44,45.48,43.81,44.74,236677.0,1.0
2024-12-23,44.44,45.01,42.94,43.18,275326.0,1.0
2024-12-24,43.98,44.01,42.7,43.68,205838.0,1.0
2024-12-25,43.41,45.12,43.33,44.19,238614.0,1.0
2024-12-26,44.01,48.8,43.33,48.15,567605.0,1.0
2024-12-27,48.0,49.26,47.56,48.2,445675.0,1.0
2024-12-30,47.99,48.53,45.8,46.37,399055.0,1.0
2024-12-31,46.31,46.31,42.0,42.09,477962.0,1.0
2025-01-02,41.84,43.66,41.2,41.88,281636.0,1.0
2025-01-03,42.0,42.38,40.0,40.37,229732.0,1.0
2025-01-06,40.38,42.06,40.11,40.64,214594.0,1.0
2025-01-07,41.01,45.73,40.71,45.58,470394.0,1.0
2025-01-08,44.63,47.48,44.5,46.7,453941.0,1.0
2025-01-09,49.94,53.53,49.04,51.0,830469.0,1.0
2025-01-10,50.76,51.3,48.36,48.78,555243.0,1.0
2025-01-13,47.88,48.68,46.28,46.73,301367.0,1.0
2025-01-14,46.77,49.0,45.79,48.61,412071.0,1.0
2025-01-15,48.56,48.97,47.54,48.28,282714.0,1.0
2025-01-16,48.66,49.15,46.28,46.74,445020.0,1.0
2025-01-17,45.8,50.45,45.78,49.42,491773.0,1.0
2025-01-20,50.0,51.91,49.49,50.83,405871.0,1.0
2025-01-21,51.99,52.25,50.0,51.67,293404.0,1.0
2025-01-22,52.3,59.8,52.3,58.5,691383.0,1.0
2025-01-23,59.43,61.28,57.6,58.35,470796.0,1.0
2025-01-24,58.63,59.35,56.88,57.45,348663.0,1.0
2025-01-27,55.1,55.49,52.9,53.23,366857.0,1.0
2025-02-05,49.0,49.5,43.37,45.3,932566.0,1.0
2025-02-06,46.21,47.66,45.34,47.33,626489.0,1.0
2025-02-07,48.0,51.5,47.7,49.5,611133.0,1.0
2025-02-10,50.0,51.51,48.8,51.26,427119.0,1.0
2025-02-11,51.41,56.21,51.13,54.3,555867.0,1.0
2025-02-12,54.5,56.0,53.46,54.8,358437.0,1.0
2025-02-13,54.59,55.1,53.3,53.72,296701.0,1.0
2025-02-14,54.13,55.5,52.11,53.13,301174.0,1.0
2025-02-17,53.01,57.54,53.01,55.98,385014.0,1.0
2025-02-18,55.97,57.37,54.8,55.34,289410.0,1.0
2025-02-19,55.01,55.99,53.91,55.2,306708.0,1.0
2025-02-20,55.0,55.41,53.5,54.2,282883.0,1.0
2025-02-21,54.2,55.99,54.03,55.67,343879.0,1.0
2025-02-24,54.52,54.52,52.17,53.62,395964.0,1.0
2025-02-25,52.5,54.23,52.01,53.29,340658.0,1.0
2025-02-26,53.01,54.48,53.0,54.23,305066.0,1.0
2025-02-27,54.6,54.69,50.64,53.6,498982.0,1.0
2025-02-28,51.46,52.98,49.87,51.05,486010.0,1.0
2025-03-03,52.0,53.59,49.21,53.2,584196.0,1.0
2025-03-04,51.4,53.64,50.72,53.45,427559.0,1.0
2025-03-05,54.0,58.19,54.0,57.49,571250.0,1.0
2025-03-06,58.4,59.55,57.1,58.21,519527.0,1.0
2025-03-07,58.21,61.5,57.37,59.55,489236.0,1.0
2025-03-10,62.0,64.66,61.0,64.66,544860.0,1.0
2025-03-11,67.95,73.98,67.88,69.89,1008163.0,1.0
2025-03-12,71.0,72.49,69.44,69.84,663879.0,1.0
2025-03-13,70.84,74.66,70.28,71.74,671893.0,1.0
2025-03-14,72.97,83.53,71.74,82.0,829369.0,1.0
2025-03-17,84.37,92.86,83.33,92.14,841566.0,1.0
2025-03-18,92.76,92.82,89.91,91.51,698251.0,1.0
2025-03-19,92.97,92.99,84.39,85.1,880724.0,1.0
2025-03-20,85.68,86.88,84.1,84.7,531532.0,1.0
2025-03-21,84.0,88.77,84.0,85.16,543696.0,1.0
2025-03-24,85.95,91.13,85.6,90.09,697099.0,1.0
2025-03-25,91.0,91.0,83.82,84.71,707807.0,1.0
2025-03-26,83.77,86.19,83.77,85.32,359795.0,1.0
2025-03-27,83.85,85.0,81.5,83.03,415865.0,1.0
2025-03-28,83.01,85.18,82.59,82.96,278543.0,1.0
2025-03-31,82.96,83.43,79.2,81.01,380358.0,1.0
2025-04-01,81.9,81.99,78.88,79.12,313352.0,1.0
2025-04-02,80.8,82.26,80.01,80.68,290757.0,1.0
2025-04-03,77.2,78.06,72.66,73.0,567586.0,1.0
2025-04-07,64.26,66.6,59.6,63.3,766413.0,1.0
2025-04-08,65.5,66.9,59.01,61.22,665910.0,1.0
2025-04-09,59.99,65.8,59.0,64.2,785556.0,1.0
2025-04-10,71.0,73.32,67.23,67.46,890436.0,1.0
2025-04-11,67.1,72.35,65.11,71.27,760339.0,1.0
2025-04-14,74.0,74.0,70.46,71.26,673798.0,1.0
2025-04-15,71.0,76.68,69.6,75.35,637018.0,1.0
2025-04-16,72.0,73.82,71.02,73.18,530390.0,1.0
2025-04-17,72.0,75.35,71.51,73.53,426538.0,1.0
2025-04-18,73.9,78.99,73.9,78.07,542451.0,1.0
2025-04-21,78.88,82.98,77.77,82.4,548164.0,1.0
2025-04-22,81.0,81.24,76.4,76.4,654633.0,1.0
2025-04-23,78.86,80.49,75.1,76.4,666475.0,1.0
2025-04-24,75.61,77.59,72.88,74.74,498034.0,1.0
2025-04-25,76.55,79.69,76.06,77.18,531761.0,1.0
2025-04-28,76.74,77.63,75.4,76.28,302519.0,1.0
2025-04-29,75.5,76.19,74.01,74.22,349718.0,1.0
2025-04-30,74.1,75.1,73.01,73.15,371151.0,1.0
2025-05-06,74.77,79.2,74.34,79.15,579444.0,1.0
2025-05-07,80.5,80.92,76.61,77.19,460325.0,1.0
2025-05-08,77.95,80.44,77.03,79.82,602669.0,1.0
2025-05-09,78.91,78.91,76.38,77.26,368761.0,1.0
2025-05-12,79.5,81.15,78.1,80.04,466266.0,1.0
2025-05-13,80.5,82.68,78.65,79.35,505858.0,1.0
2025-05-14,81.97,84.58,80.0,80.99,612988.0,1.0
2025-05-15,80.15,80.88,76.7,76.84,442047.0,1.0
2025-05-16,76.16,78.37,76.16,76.97,267334.0,1.0
2025-05-19,76.52,76.55,75.25,76.0,209374.0,1.0
2025-05-20,76.18,80.52,75.91,79.95,438489.0,1.0
2025-05-21,78.75,79.77,77.55,79.14,284627.0,1.0
2025-05-22,78.1,78.71,76.0,76.28,323700.0,1.0
2025-05-23,76.01,77.94,75.35,75.69,263899.0,1.0
2025-05-26,76.04,81.19,75.87,80.2,595265.0,1.0
2025-05-27,79.19,80.66,78.0,80.0,345575.0,1.0
2025-05-28,81.0,84.96,80.48,83.38,514604.0,1.0
2025-05-29,84.0,85.36,82.66,84.31,462548.0,1.0
2025-05-30,82.83,87.68,82.2,86.48,430486.0,1.0
2025-06-03,85.4,86.1,83.72,85.07,303405.0,1.0
2025-06-04,86.0,88.4,85.92,86.85,342319.0,1.0
2025-06-05,86.12,103.97,86.06,101.01,721949.0,1.0
2025-06-06,99.56,101.3,99.01,100.2,431519.0,1.0
2025-06-09,101.88,103.1,99.8,100.8,427302.0,1.0
2025-06-10,101.01,106.6,99.7,104.61,509816.0,1.0
2025-06-11,105.04,109.0,104.0,106.84,444534.0,1.0
2025-06-12,105.4,109.4,104.69,106.01,393832.0,1.0
2025-06-13,105.56,109.58,103.8,105.11,399600.0,1.0
2025-06-16,108.01,114.38,107.01,111.9,458005.0,1.0
2025-06-17,113.0,113.86,110.23,111.08,305415.0,1.0
2025-06-18,110.44,119.5,109.8,117.0,503576.0,1.0
2025-06-19,117.06,118.72,116.0,117.1,324919.0,1.0
2025-06-20,117.3,117.39,110.0,113.64,427358.0,1.0
2025-06-23,112.21,113.96,109.66,113.2,293425.0,1.0
2025-06-24,113.92,117.5,113.5,116.5,338985.0,1.0
2025-06-25,118.5,126.0,116.7,122.8,446603.0,1.0
2025-06-26,125.95,130.2,124.5,128.5,375832.0,1.0
2025-06-27,128.04,135.63,127.3,132.5,373548.0,1.0
2025-06-30,134.0,135.39,128.87,134.38,366179.0,1.0
2025-07-01,133.21,139.3,133.21,137.6,284098.0,1.0
2025-07-02,134.0,136.3,131.34,134.58,246508.0,1.0
2025-07-03,137.47,142.78,136.9,142.68,358358.0,1.0
2025-07-04,144.0,150.0,143.1,146.31,414821.0,1.0
2025-07-07,144.54,148.2,138.5,144.23,372016.0,1.0
2025-07-08,144.29,157.2,144.29,157.2,449365.0,1.0
2025-07-09,156.0,157.0,151.7,152.7,383810.0,1.0
2025-07-10,156.0,156.5,140.78,145.12,675129.0,1.0
2025-07-11,145.01,146.94,140.11,145.05,441309.0,1.0
2025-07-14,143.26,146.78,142.2,144.35,275794.0,1.0
2025-07-15,148.02,165.56,148.02,164.06,634120.0,1.0
2025-07-16,162.29,163.29,154.88,155.03,474697.0,1.0
2025-07-17,155.38,170.32,155.03,169.87,510629.0,1.0
2025-07-18,170.26,174.48,161.52,162.07,542239.0,1.0
2025-07-21,161.62,162.9,155.26,157.84,419519.0,1.0
2025-07-22,156.51,158.98,150.5,153.08,530147.0,1.0
2025-07-23,151.13,156.3,148.49,153.17,339690.0,1.0
2025-07-24,157.9,159.47,151.64,154.8,361626.0,1.0
2025-07-25,154.36,158.32,153.5,155.53,229826.0,1.0
2025-07-28,162.0,184.95,160.24,182.77,723497.0,1.0
2025-07-29,183.01,189.6,182.0,189.25,452411.0,1.0
2025-07-30,187.0,193.26,184.5,192.07,424536.0,1.0
2025-07-31,197.83,200.0,190.64,192.08,557118.0,1.0
2025-08-01,186.04,195.89,186.04,191.35,376707.0,1.0
2025-08-04,187.62,189.5,183.58,188.53,327659.0,1.0
2025-08-05,194.2,195.32,183.5,189.47,306163.0,1.0
2025-08-06,188.53,201.99,188.0,197.65,348049.0,1.0
2025-08-07,195.8,199.62,184.0,191.7,363801.0,1.0
2025-08-08,188.13,194.64,188.06,192.37,186177.0,1.0
2025-08-11,193.0,206.88,190.3,202.45,351017.0,1.0
2025-08-12,203.99,217.6,202.55,216.88,371252.0,1.0
2025-08-13,215.5,238.0,214.01,238.0,387196.0,1.0
2025-08-14,232.0,237.34,225.3,225.69,333868.0,1.0
2025-08-15,227.87,234.62,225.9,230.7,263786.0,1.0
2025-08-18,231.0,245.0,222.0,231.77,425418.0,1.0
2025-08-19,229.98,242.2,229.0,234.65,334481.0,1.0
2025-08-20,223.97,226.8,216.18,224.5,388205.0,1.0
2025-08-21,225.36,226.6,210.0,216.16,427693.0,1.0
2025-08-22,217.0,224.99,214.35,220.1,404809.0,1.0
2025-08-25,224.04,249.4,208.88,239.9,837832.0,1.0
2025-08-26,233.0,233.97,220.5,220.9,635669.0,1.0
2025-08-27,209.86,232.0,208.88,216.57,798079.0,1.0
2025-08-28,216.12,259.87,212.0,259.0,996268.0,1.0
2025-08-29,261.0,278.8,253.88,267.29,773474.0,1.0
2025-09-01,272.97,279.5,257.55,270.37,718383.0,1.0
2025-09-02,279.4,293.64,260.1,270.5,835942.0,1.0
2025-09-03,269.2,277.77,260.0,270.31,561807.0,1.0
2025-09-04,285.0,288.0,243.38,246.5,745408.0,1.0
2025-09-05,256.0,295.8,249.03,295.8,872474.0,1.0
2025-09-08,290.0,290.0,258.82,273.4,806793.0,1.0
2025-09-09,261.0,267.35,247.67,259.5,624425.0,1.0
2025-09-10,271.56,299.05,266.0,290.67,886257.0,1.0
2025-09-11,300.26,345.88,290.43,338.0,929425.0,1.0
2025-09-12,320.01,352.49,319.9,339.58,718118.0,1.0
2025-09-15,337.01,339.0,320.8,329.56,497993.0,1.0
2025-09-16,340.01,355.0,329.58,346.99,644630.0,1.0
2025-09-17,341.1,350.99,318.0,333.87,640804.0,1.0
2025-09-18,323.33,339.39,318.13,323.5,575279.0,1.0
2025-09-19,327.5,329.12,316.28,318.02,391431.0,1.0
2025-09-22,318.0,320.9,305.15,315.36,425639.0,1.0
2025-09-23,333.0,335.93,300.0,314.0,650078.0,1.0
2025-09-24,304.0,309.33,298.0,307.42,435898.0,1.0
2025-09-25,302.22,308.0,287.98,299.4,558673.0,1.0
2025-09-26,299.43,307.71,285.3,285.4,485006.0,1.0
2025-09-29,283.07,294.88,280.2,290.8,399548.0,1.0
2025-09-30,292.0,293.7,275.52,285.5,495278.0,1.0
2025-10-09,289.1,295.95,284.0,285.46,411118.0,1.0
2025-10-10,280.0,284.38,264.0,266.14,512044.0,1.0
2025-10-13,249.0,266.64,249.0,258.36,422303.0,1.0
2025-10-14,265.97,268.4,249.33,251.13,444685.0,1.0
2025-10-15,254.0,271.19,246.06,266.9,558095.0,1.0
2025-10-16,262.0,269.92,262.0,267.03,333957.0,1.0
2025-10-17,264.0,267.49,253.4,259.36,345442.0,1.0
2025-10-20,264.0,277.0,260.87,264.22,569977.0,1.0
2025-10-21,265.0,284.65,256.45,281.15,654743.0,1.0
2025-10-22,274.61,281.15,274.39,278.6,359377.0,1.0
2025-10-23,277.03,289.66,276.6,286.22,412633.0,1.0
2025-10-24,295.0,308.99,287.3,308.98,621401.0,1.0
2025-10-27,315.89,346.58,315.89,340.32,690352.0,1.0
2025-10-28,320.0,341.1,320.0,327.0,782912.0,1.0
2025-10-29,343.06,346.55,328.28,339.0,688075.0,1.0
2025-10-30,335.05,340.0,319.8,328.6,558953.0,1.0
2025-10-31,328.49,328.81,294.0,294.0,634038.0,1.0
2025-11-03,290.3,300.0,284.45,298.15,428082.0,1.0
2025-11-04,296.99,304.19,291.92,294.5,292445.0,1.0
2025-11-05,280.0,300.99,280.0,298.39,297589.0,1.0
2025-11-06,304.0,320.0,301.05,316.21,454225.0,1.0
2025-11-07,315.01,318.92,310.04,312.05,286739.0,1.0
2025-11-10,314.77,315.08,287.07,301.94,449422.0,1.0
2025-11-11,305.88,305.88,286.0,289.18,343184.0,1.0
2025-11-12,283.14,293.88,280.49,288.5,303463.0,1.0
2025-11-13,285.1,291.2,281.2,289.3,217928.0,1.0
2025-11-14,282.18,287.0,275.0,275.0,269167.0,1.0
2025-11-17,280.11,287.6,276.72,281.18,228688.0,1.0
2025-11-18,277.0,290.0,274.91,279.9,262021.0,1.0
2025-11-19,276.01,285.15,275.0,277.14,230345.0,1.0
2025-11-20,291.0,293.0,275.88,276.31,280734.0,1.0
2025-11-21,263.9,267.0,254.61,254.95,385923.0,1.0
2025-11-24,259.61,261.0,247.5,251.81,269760.0,1.0
2025-11-25,257.5,272.8,256.84,265.05,371826.0,1.0
2025-11-26,262.11,285.0,259.0,277.0,463362.0,1.0
2025-11-27,277.5,289.89,275.21,277.17,373765.0,1.0
2025-11-28,273.39,275.83,267.54,270.7,275808.0,1.0
2025-12-01,265.55,270.72,257.0,268.82,371413.0,1.0
2025-12-02,269.8,282.0,267.0,272.36,340792.0,1.0
2025-12-03,271.58,279.66,267.55,268.14,306543.0,1.0
2025-12-04,271.0,277.35,268.0,274.0,287858.0,1.0
2025-12-05,275.08,275.5,264.8,271.94,304774.0,1.0
2025-12-08,269.5,292.8,268.94,287.01,535433.0,1.0
2025-12-09,289.97,318.08,288.71,318.05,691977.0,1.0
2025-12-10,315.0,315.0,294.68,303.2,591645.0,1.0
2025-12-11,300.0,311.95,298.0,298.0,428133.0,1.0
2025-12-12,294.88,306.0,287.81,302.4,579807.0,1.0
2025-12-15,290.0,296.0,284.95,288.0,462084.0,1.0
2025-12-16,290.0,296.0,285.5,287.09,335178.0,1.0
2025-12-17,287.01,306.0,285.65,304.16,456618.0,1.0
2025-12-18,295.4,297.23,290.21,290.3,297822.0,1.0
2025-12-19,295.33,295.65,287.84,287.88,209103.0,1.0
2025-12-22,293.61,301.0,292.21,297.77,354612.0,1.0
2025-12-23,298.0,314.88,298.0,308.0,404684.0,1.0
2025-12-24,312.94,313.5,301.1,309.28,366359.0,1.0
2025-12-25,309.27,312.5,298.68,299.51,329193.0,1.0
2025-12-26,295.94,297.15,290.0,291.99,300089.0,1.0
2025-12-29,289.88,305.44,289.01,299.16,368729.0,1.0
2025-12-30,294.99,299.91,291.16,296.5,263392.0,1.0
2025-12-31,297.0,297.77,287.58,287.58,248746.0,1.0
2026-01-05,291.8,315.77,289.01,310.0,549047.0,1.0
2026-01-06,305.88,322.0,305.82,314.66,446695.0,1.0
2026-01-07,312.5,318.82,303.5,307.99,417734.0,1.0
2026-01-08,307.78,310.88,295.0,295.7,337992.0,1.0
2026-01-09,291.0,304.57,281.91,294.8,387700.0,1.0
2026-01-12,288.91,290.0,283.28,285.0,386115.0,1.0
2026-01-13,281.07,290.48,278.01,279.0,295938.0,1.0
2026-01-14,282.39,286.8,276.15,281.92,309568.0,1.0
2026-01-15,278.01,286.0,273.56,283.07,312970.0,1.0
2026-01-16,286.0,287.99,280.08,281.19,360231.0,1.0
2026-01-19,270.02,284.88,267.53,275.48,347160.0,1.0
2026-01-20,273.01,274.8,259.68,261.5,372042.0,1.0
2026-01-21,260.87,270.5,260.1,267.49,288567.0,1.0
2026-01-22,271.0,277.55,270.49,274.89,286919.0,1.0
2026-01-23,274.08,274.22,264.0,264.31,267478.0,1.0
2026-01-26,267.02,269.59,264.59,265.5,189314.0,1.0
2026-01-27,265.4,271.58,260.2,267.7,246815.0,1.0
2026-01-28,267.77,271.74,264.08,264.39,251947.0,1.0
2026-01-29,265.0,265.5,257.27,257.7,278894.0,1.0
2026-01-30,256.0,267.7,253.3,264.78,317589.0,1.0
2026-02-02,268.01,278.3,266.31,267.7,388689.0,1.0
2026-02-03,272.21,272.8,258.88,265.25,305235.0,1.0
2026-02-04,262.2,264.0,253.0,256.5,280613.0,1.0
2026-02-05,252.51,255.6,250.0,253.14,161734.0,1.0
2026-02-06,250.0,265.98,244.3,257.8,313719.0,1.0
2026-02-09,265.88,272.68,263.43,271.37,352741.0,1.0
2026-02-10,270.0,275.38,268.0,268.5,211422.0,1.0
2026-02-11,266.44,270.0,262.31,263.4,174153.0,1.0
2026-02-12,263.0,264.18,256.6,260.39,217636.0,1.0
2026-02-13,258.7,265.83,256.39,259.88,174695.0,1.0
2026-02-24,264.02,271.5,258.5,267.65,286430.0,1.0
2026-02-25,268.0,294.89,266.97,292.58,614176.0,1.0
2026-02-26,293.0,323.83,290.0,315.25,799320.0,1.0
2026-02-27,304.01,307.68,298.1,304.06,493501.0,1.0
2026-03-02,300.0,307.98,296.89,303.3,394378.0,1.0
2026-03-03,307.11,308.8,283.49,284.0,443613.0,1.0
2026-03-04,280.11,295.55,278.0,286.62,315923.0,1.0
2026-03-05,293.1,299.02,280.62,284.95,435023.0,1.0
2026-03-06,282.0,285.29,274.91,278.39,291425.0,1.0
2026-03-09,270.0,271.81,260.2,270.04,328941.0,1.0
2026-03-10,278.0,289.99,276.5,289.0,396577.0,1.0
2026-03-11,288.99,290.55,283.8,284.8,262234.0,1.0
2026-03-12,282.99,285.8,273.4,280.49,282158.0,1.0
2026-03-13,275.0,287.49,273.88,278.23,299278.0,1.0
2026-03-16,278.23,289.9,271.5,289.05,371890.0,1.0
2026-03-17,305.01,309.04,280.0,280.0,499208.0,1.0
2026-03-18,282.13,293.0,277.01,289.65,436797.0,1.0
2026-03-19,281.0,283.58,276.4,277.28,326610.0,1.0
2026-03-20,281.0,286.9,277.76,278.72,331516.0,1.0
2026-03-23,267.82,269.8,260.47,261.42,339919.0,1.0
2026-03-24,263.23,266.5,259.18,266.06,202279.0,1.0
2026-03-25,270.79,271.74,265.0,266.44,256858.0,1.0
2026-03-26,265.11,274.0,262.43,268.89,292531.0,1.0
2026-03-27,261.5,265.99,256.88,262.1,228331.0,1.0
2026-03-30,257.0,261.0,252.68,257.28,221768.0,1.0
2026-03-31,256.0,261.0,250.8,251.0,219685.0,1.0
2026-04-01,260.0,261.0,254.4,257.16,230438.0,1.0
2026-04-02,256.0,263.67,254.2,257.08,274304.0,1.0
2026-04-03,258.04,269.87,258.0,263.68,354970.0,1.0
2026-04-07,266.19,271.57,263.01,264.88,210925.0,1.0
2026-04-08,273.98,285.9,270.05,285.88,457691.0,1.0
2026-04-09,280.0,283.7,277.3,278.02,341554.0,1.0
2026-04-10,281.0,295.8,278.99,289.77,484517.0,1.0
2026-04-13,285.0,301.99,285.0,298.15,450794.0,1.0
2026-04-14,299.62,314.0,295.7,310.0,581665.0,1.0
2026-04-15,310.0,312.79,292.55,295.44,456222.0,1.0
2026-04-16,298.7,306.5,293.0,303.5,400179.0,1.0
2026-04-17,305.04,335.0,301.36,326.42,666512.0,1.0
2026-04-20,329.0,349.79,326.9,343.0,544757.0,1.0
2026-04-21,330.0,338.88,325.01,330.9,499388.0,1.0
2026-04-22,331.0,345.0,326.57,342.78,465655.0,1.0
2026-04-23,346.11,348.0,326.0,331.95,506821.0,1.0
2026-04-24,325.32,333.8,310.46,315.59,515921.0,1.0
2026-04-27,318.64,327.0,315.59,317.4,350620.0,1.0
2026-04-28,320.0,320.78,309.28,313.06,283772.0,1.0
2026-04-29,306.0,343.1,304.0,333.87,625824.0,1.0
2026-04-30,333.0,336.86,326.06,328.49,323533.0,1.0
2026-05-06,334.01,338.89,325.0,325.92,521712.0,1.0
2026-05-07,330.0,340.87,330.0,338.06,562663.0,1.0
2026-05-08,333.03,367.01,333.03,358.66,559681.0,1.0
2026-05-11,362.47,383.51,352.0,378.24,627609.0,1.0
2026-05-12,377.87,384.79,368.88,375.43,475036.0,1.0
2026-05-13,370.0,389.5,369.88,387.4,464644.0,1.0
2026-05-14,388.0,390.0,354.6,354.83,747112.0,1.0
2026-05-15,354.83,361.9,336.2,340.22,535795.0,1.0
2026-05-18,336.6,352.52,336.26,346.2,368509.0,1.0
2026-05-19,342.0,343.0,325.42,336.98,376039.0,1.0
2026-05-20,336.0,339.08,330.1,334.2,295415.0,1.0
2026-05-21,342.0,349.43,330.0,331.4,472732.0,1.0
2026-05-22,346.04,375.5,346.04,375.5,801700.0,1.0
2026-05-25,390.0,391.01,372.18,383.5,721813.0,1.0
2026-05-26,380.0,400.0,376.66,392.95,695578.0,1.0
2026-05-27,385.88,402.6,376.89,379.3,586790.0,1.0
2026-05-28,373.0,378.53,364.0,375.3,467476.0,1.0
2026-05-29,378.0,396.98,366.5,368.52,520884.0,1.0
2026-06-01,375.56,381.68,342.0,342.35,495131.0,1.0
2026-06-02,343.0,356.31,334.16,349.08,420825.0,1.0
2026-06-03,349.08,369.15,345.01,353.44,535732.0,1.0
2026-06-04,346.0,373.3,344.7,366.72,513439.0,1.0
2026-06-05,359.84,360.0,336.5,338.9,553281.0,1.0
2026-06-08,307.0,325.47,306.56,324.96,392793.0,1.0
